background	FASN_negative	FASN_positive
KCNK9	NA	NA
ST3GAL5	NA	NA
CLRN3	NA	NA
STK32A	NA	NA
GRB14	NA	NA
OR6C75	NA	NA
PHF17	NA	NA
PEX12	NA	NA
MPV17L	NA	NA
MTNR1B	NA	NA
REXO1	NA	NA
PUM2	NA	NA
SERPINA11	NA	NA
LSM1	NA	NA
ACTR3	NA	NA
SIGIRR	NA	NA
DMC1	NA	NA
CGN	NA	NA
TMEM208	NA	NA
ARHGAP32	NA	NA
SLC17A3	NA	NA
HLA-F	NA	NA
OXSR1	NA	NA
TMEM14E	NA	NA
TIMMDC1	NA	NA
ETHE1	NA	NA
NAALADL2	NA	NA
C9orf47	NA	NA
ACTL8	NA	NA
TEX11	NA	NA
KRT2	NA	NA
ALKBH2	NA	NA
GPRASP2	NA	NA
PLA2G4A	NA	NA
MLH1	NA	NA
RGS2	NA	NA
MSRB3	NA	NA
ALK	NA	NA
FSCB	NA	NA
F11	NA	NA
A2M	NA	NA
C10orf82	NA	NA
EBF4	NA	NA
CYB5R2	NA	NA
MAS1	NA	NA
SPINK1	NA	NA
SVOPL	NA	NA
PSMD3	NA	NA
TCP11L1	NA	NA
SF3A2	NA	NA
BTC	NA	NA
PHF13	NA	NA
BSX	NA	NA
IL37	NA	NA
IYD	NA	NA
PYDC2	NA	NA
ZNF300	NA	NA
RRP8	NA	NA
TSNAX	NA	NA
VSTM5	NA	NA
KIF21A	NA	NA
MAGEH1	NA	NA
GPR146	NA	NA
FCRL2	NA	NA
HYAL1	NA	NA
GADL1	NA	NA
TMX3	NA	NA
FBXO15	NA	NA
TTC28	NA	NA
C6orf123	NA	NA
PTPRO	NA	NA
ROPN1B	NA	NA
TIMD4	NA	NA
ZBTB45	NA	NA
CNTRL	NA	NA
MAP2K1	NA	NA
GDPD4	NA	NA
DICER1	NA	NA
C10orf53	NA	NA
ZCRB1	NA	NA
UAP1L1	NA	NA
LCE3B	NA	NA
NTRK2	NA	NA
PGC	NA	NA
SLFN14	NA	NA
FCN1	NA	NA
BMP6	NA	NA
PDE10A	NA	NA
MRGPRE	NA	NA
TPBGL	NA	NA
C17orf64	NA	NA
KIRREL3	NA	NA
RDX	NA	NA
ZC3H13	NA	NA
SMPD2	NA	NA
SGK1	NA	NA
MTNR1A	NA	NA
RFNG	NA	NA
CCDC84	NA	NA
EIF2AK3	NA	NA
CCDC126	NA	NA
CHCHD10	NA	NA
PPP1R3B	NA	NA
ADCY10	NA	NA
PXMP2	NA	NA
PIGQ	NA	NA
OR51H1P	NA	NA
GLIPR2	NA	NA
ZNF419	NA	NA
ADAMTSL2	NA	NA
SLAIN1	NA	NA
FLOT2	NA	NA
TMEM31	NA	NA
FCHSD1	NA	NA
OR7A10	NA	NA
TRPM4	NA	NA
OR2B6	NA	NA
MCM4	NA	NA
CAPS2	NA	NA
AZIN1	NA	NA
KTN1	NA	NA
IGFBP1	NA	NA
DAO	NA	NA
CPSF3L	NA	NA
MTA2	NA	NA
MMP26	NA	NA
INSL5	NA	NA
ACAP2	NA	NA
FHOD3	NA	NA
CASC5	NA	NA
TYROBP	NA	NA
FAM78A	NA	NA
CCDC7	NA	NA
AKAP11	NA	NA
KPNA1	NA	NA
ISM2	NA	NA
UNC5A	NA	NA
PARPBP	NA	NA
GPR84	NA	NA
PTPLAD2	NA	NA
MYOC	NA	NA
DGKI	NA	NA
LDB2	NA	NA
ATP1A2	NA	NA
ZNF440	NA	NA
GRINA	NA	NA
EID1	NA	NA
OSTM1	NA	NA
AMOTL2	NA	NA
PLAC1	NA	NA
MEGF9	NA	NA
ZBTB44	NA	NA
FAT4	NA	NA
KDM1B	NA	NA
RBAK	NA	NA
ZC3HAV1L	NA	NA
LMO3	NA	NA
PAFAH2	NA	NA
ACSF2	NA	NA
APLP2	NA	NA
NKX2-3	NA	NA
TIGD2	NA	NA
MEOX1	NA	NA
KIF4A	NA	NA
FAM71C	NA	NA
SACS	NA	NA
APAF1	NA	NA
COL20A1	NA	NA
SIRT1	NA	NA
EPB41L3	NA	NA
AOC1	NA	NA
TSPAN13	NA	NA
GRK1	NA	NA
SOX5	NA	NA
COL9A2	NA	NA
EXOG	NA	NA
CCDC153	NA	NA
CRELD2	NA	NA
MICB	NA	NA
NPY2R	NA	NA
INSIG2	NA	NA
PIBF1	NA	NA
NUDT17	NA	NA
NDRG2	NA	NA
ADARB2	NA	NA
PLEKHO1	NA	NA
CAMK2N2	NA	NA
OR2F1	NA	NA
ANKS3	NA	NA
KLK8	NA	NA
SIDT2	NA	NA
PALD1	NA	NA
UCN	NA	NA
MOB4	NA	NA
KDELR2	NA	NA
DAZAP2	NA	NA
GNG8	NA	NA
DRD5	NA	NA
LY6G6F	NA	NA
THEGL	NA	NA
OR51B2	NA	NA
PTMS	NA	NA
ZNF518B	NA	NA
CREB3	NA	NA
SRD5A1	NA	NA
GABBR1	NA	NA
THSD1	NA	NA
TSPAN32	NA	NA
PHF16	NA	NA
XRCC6BP1	NA	NA
SLC25A14	NA	NA
AK9	NA	NA
ITGBL1	NA	NA
CYSLTR2	NA	NA
FATE1	NA	NA
TATDN3	NA	NA
PSAPL1	NA	NA
KCNRG	NA	NA
RGS9BP	NA	NA
DCAF4L2	NA	NA
GKN1	NA	NA
ANKRD26	NA	NA
DUSP6	NA	NA
C16orf86	NA	NA
COL23A1	NA	NA
ZNF846	NA	NA
KIRREL	NA	NA
CCDC88A	NA	NA
DEFB116	NA	NA
RAB39A	NA	NA
AC093802.1	NA	NA
CNTNAP5	NA	NA
FAM228B	NA	NA
ADAM33	NA	NA
ABCA1	NA	NA
KDELR3	NA	NA
ARFGAP2	NA	NA
ZNF589	NA	NA
RBM19	NA	NA
IGFL2	NA	NA
CIDEA	NA	NA
NMI	NA	NA
RRM2B	NA	NA
ANKRD27	NA	NA
CDC42SE2	NA	NA
SKA2	NA	NA
C15orf37	NA	NA
MEIOB	NA	NA
CTGF	NA	NA
BACH2	NA	NA
TPD52L1	NA	NA
TTLL12	NA	NA
SEC14L2	NA	NA
CPM	NA	NA
IRS4	NA	NA
ASAP3	NA	NA
CHPT1	NA	NA
PEA15	NA	NA
ESRP2	NA	NA
CCDC57	NA	NA
HBEGF	NA	NA
MAPKBP1	NA	NA
HEMGN	NA	NA
CA5B	NA	NA
GRM3	NA	NA
CTU1	NA	NA
NKX2-5	NA	NA
SEC24A	NA	NA
IL22RA1	NA	NA
WISP1	NA	NA
ZNF160	NA	NA
ANKRD10	NA	NA
TSC22D4	NA	NA
ZIM2	NA	NA
WDYHV1	NA	NA
ZSCAN5B	NA	NA
PTPN14	NA	NA
ZNF19	NA	NA
PAX4	NA	NA
NT5C3B	NA	NA
CEACAM21	NA	NA
OR10S1	NA	NA
PLA2G4C	NA	NA
TOLLIP	NA	NA
DPP4	NA	NA
HSF2	NA	NA
PPP1R8	NA	NA
SIRT3	NA	NA
TEX264	NA	NA
CASC4	NA	NA
VPREB3	NA	NA
GATA3	NA	NA
GYG1	NA	NA
KIAA1737	NA	NA
C14orf105	NA	NA
PRSS38	NA	NA
IL22	NA	NA
CD320	NA	NA
OSTF1	NA	NA
C5orf46	NA	NA
SLC25A20	NA	NA
BLNK	NA	NA
TNFSF9	NA	NA
UBXN7	NA	NA
DPYSL3	NA	NA
ARL6IP1	NA	NA
ANKFN1	NA	NA
BBS1	NA	NA
EMP1	NA	NA
SORCS2	NA	NA
PRB4	NA	NA
B4GALNT4	NA	NA
WNT3A	NA	NA
EBF3	NA	NA
ERRFI1	NA	NA
CNTNAP2	NA	NA
LAPTM5	NA	NA
C2orf43	NA	NA
GLYAT	NA	NA
C2orf61	NA	NA
TTC8	NA	NA
HBQ1	NA	NA
C6orf132	NA	NA
CLN5	NA	NA
TACR3	NA	NA
RBM15	NA	NA
ABCC8	NA	NA
TCTEX1D2	NA	NA
MAOA	NA	NA
IL33	NA	NA
C9orf69	NA	NA
POU4F1	NA	NA
MFN1	NA	NA
CCND1	NA	NA
PNLDC1	NA	NA
T	NA	NA
EFHC1	NA	NA
SRSF12	NA	NA
ERP29	NA	NA
BEX1	NA	NA
ZNF224	NA	NA
AIMP2	NA	NA
ABI3BP	NA	NA
TMEM116	NA	NA
GPATCH1	NA	NA
BRI3	NA	NA
CSMD3	NA	NA
TRDMT1	NA	NA
PELI1	NA	NA
EIF2AK2	NA	NA
THEMIS2	NA	NA
ZNF200	NA	NA
WNT3	NA	NA
HAPLN1	NA	NA
ZNF10	NA	NA
TJP1	NA	NA
TNKS	NA	NA
NUDT12	NA	NA
SPANXN4	NA	NA
OR14I1	NA	NA
TMEM238	NA	NA
TREX2	NA	NA
ZNF439	NA	NA
DEFB125	NA	NA
LRFN1	NA	NA
ELF4	NA	NA
DGKG	NA	NA
MB21D2	NA	NA
ATF5	NA	NA
RHOU	NA	NA
MCAM	NA	NA
ARHGEF10	NA	NA
LCOR	NA	NA
CD68	NA	NA
ZNF816	NA	NA
RASSF9	NA	NA
CPXCR1	NA	NA
LHX3	NA	NA
ANGPTL3	NA	NA
PPFIA3	NA	NA
ITPRIPL2	NA	NA
SMUG1	NA	NA
PRDM9	NA	NA
OR2M3	NA	NA
GJD3	NA	NA
SMIM7	NA	NA
KLRF1	NA	NA
METTL14	NA	NA
PAIP1	NA	NA
PLXNA1	NA	NA
RNPEPL1	NA	NA
WRAP73	NA	NA
C9orf24	NA	NA
TEX101	NA	NA
TK2	NA	NA
INTS10	NA	NA
LANCL3	NA	NA
PNKP	NA	NA
CBFB	NA	NA
MPST	NA	NA
LRRC28	NA	NA
MRPS18C	NA	NA
SESN3	NA	NA
EPB41L4B	NA	NA
RAPGEF2	NA	NA
PGAM2	NA	NA
LDHAL6B	NA	NA
GIMAP6	NA	NA
GOLGA1	NA	NA
STAB2	NA	NA
TNFRSF25	NA	NA
NDFIP2	NA	NA
ILVBL	NA	NA
CCDC15	NA	NA
ZCCHC5	NA	NA
TMEM9B	NA	NA
TET3	NA	NA
RGPD2	NA	NA
GINM1	NA	NA
PTPRN2	NA	NA
FAP	NA	NA
CA3	NA	NA
EVI2A	NA	NA
SNX24	NA	NA
GABARAPL2	NA	NA
FAM120A	NA	NA
PHF14	NA	NA
PCDHGA6	NA	NA
MSN	NA	NA
ABCA12	NA	NA
MGST3	NA	NA
WBP4	NA	NA
ENPEP	NA	NA
AMBRA1	NA	NA
IZUMO4	NA	NA
MATN2	NA	NA
TMEM139	NA	NA
DENND5B	NA	NA
SORCS3	NA	NA
BCHE	NA	NA
CEP290	NA	NA
THOC5	NA	NA
CCDC70	NA	NA
FAM47E	NA	NA
PRPS1	NA	NA
HVCN1	NA	NA
DPYSL5	NA	NA
LRRC58	NA	NA
ZNF135	NA	NA
IVD	NA	NA
PTGES3	NA	NA
TEKT2	NA	NA
CLIC5	NA	NA
OR4C46	NA	NA
CHST11	NA	NA
FAM184A	NA	NA
ATAD2B	NA	NA
PHYH	NA	NA
LRPAP1	NA	NA
AGPAT2	NA	NA
CXorf64	NA	NA
CYP2J2	NA	NA
GNG10	NA	NA
SELM	NA	NA
LPO	NA	NA
IL10RA	NA	NA
ATXN1	NA	NA
LHX6	NA	NA
ATP8B4	NA	NA
ZNF506	NA	NA
POLRMT	NA	NA
C7orf61	NA	NA
DLG5	NA	NA
ELP6	NA	NA
ADAMTS16	NA	NA
CAMP	NA	NA
TRIM54	NA	NA
REXO4	NA	NA
TXNIP	NA	NA
TBX6	NA	NA
LRTOMT	NA	NA
SLC18A2	NA	NA
ZNF12	NA	NA
TP53INP1	NA	NA
FAM160A2	NA	NA
NR1H2	NA	NA
CAPN7	NA	NA
FAM129A	NA	NA
LY6H	NA	NA
SIRPG	NA	NA
SIGLEC14	NA	NA
RFX5	NA	NA
ZSWIM3	NA	NA
KCNA1	NA	NA
CSRNP3	NA	NA
SLC15A5	NA	NA
CCL8	NA	NA
VKORC1L1	NA	NA
ZNF354C	NA	NA
TEAD2	NA	NA
LPA	NA	NA
ULK2	NA	NA
TMEM14B	NA	NA
YEATS2	NA	NA
WTAP	NA	NA
RPUSD1	NA	NA
EGFR	NA	NA
ARMC6	NA	NA
OLFML2B	NA	NA
SHANK3	NA	NA
VIPR2	NA	NA
RASGRP1	NA	NA
CXCR3	NA	NA
PCSK5	NA	NA
ZNF584	NA	NA
NAT10	NA	NA
PLCB2	NA	NA
WIPI1	NA	NA
IL36RN	NA	NA
AKIRIN1	NA	NA
C17orf82	NA	NA
RIMS4	NA	NA
PCDHA9	NA	NA
OR51Q1	NA	NA
C22orf15	NA	NA
USP36	NA	NA
BTBD3	NA	NA
ISYNA1	NA	NA
SLC22A18	NA	NA
TECTB	NA	NA
SAT1	NA	NA
CYB5RL	NA	NA
ATP5O	NA	NA
TMEM133	NA	NA
GNL3L	NA	NA
FBXW4	NA	NA
CDC37	NA	NA
FREM3	NA	NA
TTC21A	NA	NA
MTMR11	NA	NA
OR4E2	NA	NA
FRMD8	NA	NA
LIN7C	NA	NA
TPPP3	NA	NA
IL5RA	NA	NA
PSMA1	NA	NA
CSAD	NA	NA
RPL35A	NA	NA
MAGEC2	NA	NA
RUNX3	NA	NA
RASGRP2	NA	NA
SERPINA6	NA	NA
LRRC8B	NA	NA
SCN2B	NA	NA
TNFAIP3	NA	NA
AAMDC	NA	NA
USB1	NA	NA
TMED5	NA	NA
ERCC5	NA	NA
CENPC	NA	NA
VCX2	NA	NA
CCDC86	NA	NA
SAMD3	NA	NA
ATOH8	NA	NA
KRT14	NA	NA
ODF3	NA	NA
RIMS2	NA	NA
FAM102A	NA	NA
IFT122	NA	NA
FILIP1L	NA	NA
OR5AK2	NA	NA
PAIP2B	NA	NA
CPAMD8	NA	NA
ZNF692	NA	NA
RNF10	NA	NA
IRG1	NA	NA
MAGEB18	NA	NA
ST3GAL1	NA	NA
REN	NA	NA
LSG1	NA	NA
ANK2	NA	NA
SLC17A8	NA	NA
ST6GALNAC3	NA	NA
ZNF343	NA	NA
NOTUM	NA	NA
PLAU	NA	NA
TMEM214	NA	NA
PPP3CA	NA	NA
SYCP3	NA	NA
COL16A1	NA	NA
CDH17	NA	NA
OR10A6	NA	NA
C7orf69	NA	NA
CHML	NA	NA
CMPK2	NA	NA
BDKRB2	NA	NA
PADI4	NA	NA
DIXDC1	NA	NA
SPATC1	NA	NA
INTS4	NA	NA
TMEM18	NA	NA
ZSCAN23	NA	NA
SALL4	NA	NA
BBS7	NA	NA
NAGA	NA	NA
TPGS2	NA	NA
PPP4R1	NA	NA
HMG20B	NA	NA
OR2G2	NA	NA
ELAVL2	NA	NA
POU3F3	NA	NA
TMEM144	NA	NA
RAB38	NA	NA
PARD3	NA	NA
ESRRA	NA	NA
MNS1	NA	NA
AGR2	NA	NA
DESI1	NA	NA
SEL1L3	NA	NA
SNX2	NA	NA
DLX5	NA	NA
NOBOX	NA	NA
C20orf187	NA	NA
AP1AR	NA	NA
LGR4	NA	NA
SPOCK3	NA	NA
TMC5	NA	NA
VAX2	NA	NA
AMELY	NA	NA
TMEM218	NA	NA
LYRM1	NA	NA
IL18	NA	NA
C4orf46	NA	NA
FBXL4	NA	NA
TTLL4	NA	NA
RYR2	NA	NA
IFI44L	NA	NA
RAB37	NA	NA
TMEM174	NA	NA
HEY1	NA	NA
OR7D4	NA	NA
TROAP	NA	NA
USP9Y	NA	NA
ETV1	NA	NA
SYMPK	NA	NA
SPATA24	NA	NA
TSPAN16	NA	NA
DNAH14	NA	NA
ANKRA2	NA	NA
IL17B	NA	NA
CSNK1G3	NA	NA
C19orf81	NA	NA
FGF5	NA	NA
CDC42SE1	NA	NA
ARHGAP11A	NA	NA
SPPL3	NA	NA
OR14A2	NA	NA
LRIG2	NA	NA
TDGF1	NA	NA
SPAG17	NA	NA
MBD3L1	NA	NA
C11orf72	NA	NA
NKX6-2	NA	NA
CLIC3	NA	NA
CYP46A1	NA	NA
KIR2DL1	NA	NA
PTPRH	NA	NA
RP9	NA	NA
RNF141	NA	NA
POFUT2	NA	NA
SP110	NA	NA
GTSE1	NA	NA
KIAA0355	NA	NA
PROSC	NA	NA
ATAD3C	NA	NA
UST	NA	NA
TCTE3	NA	NA
PRICKLE2	NA	NA
ABHD10	NA	NA
ARMC3	NA	NA
SDR16C5	NA	NA
ITSN2	NA	NA
ADAMTSL4-AS1	NA	NA
RFFL	NA	NA
VGLL3	NA	NA
GUCY2F	NA	NA
RAB33A	NA	NA
MYO9B	NA	NA
SGCG	NA	NA
STEAP4	NA	NA
SATB2	NA	NA
SLC46A3	NA	NA
OR5L2	NA	NA
NPM3	NA	NA
OR6B2	NA	NA
ZNF783	NA	NA
CDK5R1	NA	NA
ANKRD30B	NA	NA
TNXB	NA	NA
FAM107A	NA	NA
PMCH	NA	NA
VCAN	NA	NA
EDA2R	NA	NA
KATNBL1	NA	NA
COX8C	NA	NA
HCK	NA	NA
RASGEF1C	NA	NA
ZKSCAN4	NA	NA
SUMO4	NA	NA
NQO2	NA	NA
SPSB1	NA	NA
ABCA10	NA	NA
PTK2	NA	NA
TCHP	NA	NA
THEMIS	NA	NA
ENC1	NA	NA
FEN1	NA	NA
KCNE2	NA	NA
CD55	NA	NA
EHBP1L1	NA	NA
TAS2R7	NA	NA
ACTL7A	NA	NA
ARL16	NA	NA
SLC4A8	NA	NA
KCNC2	NA	NA
OR2AT4	NA	NA
TJP2	NA	NA
ZDBF2	NA	NA
APC	NA	NA
EPHX3	NA	NA
PHLDA3	NA	NA
TRMT12	NA	NA
CMTM1	NA	NA
PPIB	NA	NA
CCDC88C	NA	NA
TNFAIP2	NA	NA
CES3	NA	NA
ZNF534	NA	NA
HDAC4	NA	NA
AMPH	NA	NA
POU4F2	NA	NA
GTF3C6	NA	NA
IGFL1	NA	NA
MATN3	NA	NA
C9orf84	NA	NA
PPID	NA	NA
MYEOV2	NA	NA
CARD18	NA	NA
CLNS1A	NA	NA
SLC34A1	NA	NA
CYP2C18	NA	NA
ZNF497	NA	NA
ATXN3L	NA	NA
GORASP1	NA	NA
SAMD5	NA	NA
PLP1	NA	NA
CDH10	NA	NA
DNAJC27	NA	NA
KIAA1328	NA	NA
PDZD8	NA	NA
ZNF3	NA	NA
C7orf10	NA	NA
LILRA2	NA	NA
PMM1	NA	NA
PARD6B	NA	NA
SIX4	NA	NA
HSD17B8	NA	NA
GNLY	NA	NA
NUSAP1	NA	NA
HOXA10	NA	NA
MACC1	NA	NA
PHOX2B	NA	NA
HOXB6	NA	NA
SLC24A5	NA	NA
GGN	NA	NA
COMMD8	NA	NA
HTT	NA	NA
FBXW10	NA	NA
PEMT	NA	NA
BMP3	NA	NA
SELENBP1	NA	NA
OR2A2	NA	NA
AKNA	NA	NA
SLC25A35	NA	NA
PRPS2	NA	NA
IL12A	NA	NA
TP53I11	NA	NA
EEF1E1	NA	NA
LBX2	NA	NA
MGME1	NA	NA
AC007040.11	NA	NA
SRY	NA	NA
ACPL2	NA	NA
MSANTD4	NA	NA
MSANTD2	NA	NA
ZNF165	NA	NA
ST8SIA1	NA	NA
CPN2	NA	NA
METAP1	NA	NA
TSPAN2	NA	NA
SSR2	NA	NA
PKD1L1	NA	NA
TNFRSF19	NA	NA
AAED1	NA	NA
ZNF132	NA	NA
PRKAA2	NA	NA
ZNF841	NA	NA
CCS	NA	NA
MALT1	NA	NA
LMTK3	NA	NA
FAM46D	NA	NA
LSMEM2	NA	NA
EFCAB3	NA	NA
ZBTB26	NA	NA
CXXC4	NA	NA
POU3F4	NA	NA
FAM47C	NA	NA
GGACT	NA	NA
ANXA2	NA	NA
PSTPIP1	NA	NA
METTL4	NA	NA
NHSL1	NA	NA
DLC1	NA	NA
C1orf131	NA	NA
POLM	NA	NA
BNIPL	NA	NA
PSMC2	NA	NA
ALOX5AP	NA	NA
FAM96B	NA	NA
BMP15	NA	NA
CPT1B	NA	NA
PREP	NA	NA
ZNF324B	NA	NA
MAPK12	NA	NA
UTP14C	NA	NA
TINF2	NA	NA
TMEM102	NA	NA
KIF26A	NA	NA
PDIA2	NA	NA
ARID3C	NA	NA
CYP11B1	NA	NA
LAMP2	NA	NA
MME	NA	NA
WDR60	NA	NA
ALOX5	NA	NA
RWDD3	NA	NA
SPRED3	NA	NA
MRPS17	NA	NA
MORF4L2	NA	NA
NEK1	NA	NA
FKBP7	NA	NA
SNX20	NA	NA
S100P	NA	NA
PABPC5	NA	NA
ESR1	NA	NA
SENP5	NA	NA
FOXJ2	NA	NA
ZFAND6	NA	NA
ENAM	NA	NA
NGLY1	NA	NA
SEMA3F	NA	NA
AZI2	NA	NA
ZNF320	NA	NA
WDR93	NA	NA
TMEM155	NA	NA
IL20RB	NA	NA
TP53	NA	NA
THAP7	NA	NA
SNX19	NA	NA
IFNK	NA	NA
PPP1R3A	NA	NA
DHCR24	NA	NA
STMN3	NA	NA
DUS1L	NA	NA
TNS1	NA	NA
NALCN	NA	NA
XYLB	NA	NA
ADH1A	NA	NA
SLC16A9	NA	NA
NRIP2	NA	NA
PXDN	NA	NA
MSR1	NA	NA
LRRC72	NA	NA
GALNT15	NA	NA
PPP1R12B	NA	NA
C5orf28	NA	NA
GPRIN1	NA	NA
SAMD10	NA	NA
CCL19	NA	NA
N6AMT2	NA	NA
FLG2	NA	NA
CRMP1	NA	NA
CHSY3	NA	NA
MAGEE1	NA	NA
BMP4	NA	NA
SPRYD7	NA	NA
PRR5	NA	NA
ZNF550	NA	NA
C17orf51	NA	NA
ZNF239	NA	NA
RNF151	NA	NA
SOX10	NA	NA
TKTL2	NA	NA
FAM24A	NA	NA
MIER2	NA	NA
OR51J1	NA	NA
CPA3	NA	NA
TSR1	NA	NA
SERPINE2	NA	NA
HMGA1	NA	NA
ASAP1	NA	NA
TBL1Y	NA	NA
PCDHA4	NA	NA
TNFRSF13B	NA	NA
RUSC1	NA	NA
C1QBP	NA	NA
SHC4	NA	NA
AC106876.2	NA	NA
KCND2	NA	NA
SLC25A1	NA	NA
PATL2	NA	NA
CYBRD1	NA	NA
CRTAM	NA	NA
NLGN2	NA	NA
MDM4	NA	NA
PLEKHA2	NA	NA
OSBP2	NA	NA
TRIM68	NA	NA
ZFP41	NA	NA
CASQ2	NA	NA
FLT4	NA	NA
MYC	NA	NA
RBM24	NA	NA
SAP30	NA	NA
TMEM164	NA	NA
CDH4	NA	NA
CLLU1OS	NA	NA
ROR1	NA	NA
GUCY1B3	NA	NA
C1orf116	NA	NA
MS4A12	NA	NA
IL36B	NA	NA
EPHX4	NA	NA
AKIP1	NA	NA
ZHX2	NA	NA
MRGPRX3	NA	NA
TMEM203	NA	NA
CARD6	NA	NA
CXCL10	NA	NA
STOX1	NA	NA
NOS1	NA	NA
APOBR	NA	NA
PEBP1	NA	NA
TRIM5	NA	NA
ADAM12	NA	NA
ACOX3	NA	NA
ZNF639	NA	NA
FETUB	NA	NA
SLC16A6	NA	NA
SUCO	NA	NA
SHOX2	NA	NA
KCNH1	NA	NA
ADARB1	NA	NA
FYB	NA	NA
WBP1	NA	NA
ODC1	NA	NA
ZNF84	NA	NA
PRMT7	NA	NA
NXPE4	NA	NA
IKBKB	NA	NA
SPG20OS	NA	NA
PWP2	NA	NA
SATB1	NA	NA
TEX26	NA	NA
SETD1B	NA	NA
CCDC122	NA	NA
KATNAL2	NA	NA
AGXT2	NA	NA
KLHL14	NA	NA
CTIF	NA	NA
NCAPG2	NA	NA
ROPN1	NA	NA
NRIP1	NA	NA
ENHO	NA	NA
TGFBR2	NA	NA
CACNG7	NA	NA
OR52N1	NA	NA
KIAA1107	NA	NA
MEP1A	NA	NA
HPX	NA	NA
ACTRT2	NA	NA
RBM6	NA	NA
KDELC1	NA	NA
KLHL15	NA	NA
RNF165	NA	NA
IRAK3	NA	NA
TNIK	NA	NA
ILDR1	NA	NA
HNF1B	NA	NA
FAM134A	NA	NA
DGAT2L6	NA	NA
RPL18A	NA	NA
SUN3	NA	NA
RWDD2A	NA	NA
SUMF1	NA	NA
MYADML2	NA	NA
PDDC1	NA	NA
ATF7	NA	NA
WASL	NA	NA
UTS2R	NA	NA
C1orf105	NA	NA
MAN2B1	NA	NA
C9orf141	NA	NA
NLRP5	NA	NA
PDE4C	NA	NA
RNF208	NA	NA
PTCH2	NA	NA
C16orf52	NA	NA
TMEM140	NA	NA
C11orf21	NA	NA
LRRC31	NA	NA
LMO7	NA	NA
APTX	NA	NA
SLC39A11	NA	NA
ZNF695	NA	NA
DYNAP	NA	NA
CNTFR	NA	NA
AC018755.1	NA	NA
MRFAP1	NA	NA
NTSR2	NA	NA
FAM53B	NA	NA
SH3BGRL	NA	NA
SMAP1	NA	NA
REPS1	NA	NA
FGF1	NA	NA
TTC40	NA	NA
DLST	NA	NA
ZSCAN16	NA	NA
OR14A16	NA	NA
ZNF254	NA	NA
DDX3Y	NA	NA
HTR3D	NA	NA
FADS6	NA	NA
MET	NA	NA
LIMK1	NA	NA
PEX13	NA	NA
IL2	NA	NA
CCDC24	NA	NA
SPATA19	NA	NA
BSPRY	NA	NA
THRAP3	NA	NA
CLSPN	NA	NA
HEXDC	NA	NA
YIPF6	NA	NA
FXYD2	NA	NA
TCP10L	NA	NA
PUS1	NA	NA
ZSCAN1	NA	NA
ZNF76	NA	NA
NME7	NA	NA
PCDH10	NA	NA
TTPA	NA	NA
RIT2	NA	NA
OR2T6	NA	NA
C7orf57	NA	NA
SS18	NA	NA
IKZF5	NA	NA
HIBADH	NA	NA
CCIN	NA	NA
SPPL2A	NA	NA
LRRC6	NA	NA
KRTAP20-1	NA	NA
PPM1N	NA	NA
SLCO1B7	NA	NA
NPFFR2	NA	NA
LSMEM1	NA	NA
SYT13	NA	NA
IMPAD1	NA	NA
ATHL1	NA	NA
ZNF331	NA	NA
OR52A1	NA	NA
CDX2	NA	NA
ARMCX1	NA	NA
SLITRK2	NA	NA
DYNC2H1	NA	NA
FNBP1L	NA	NA
DDX27	NA	NA
ACADM	NA	NA
PACRG	NA	NA
PTH	NA	NA
RALGAPB	NA	NA
TEX38	NA	NA
ZIM3	NA	NA
PGRMC1	NA	NA
LRRC37B	NA	NA
PSPC1	NA	NA
FAM89A	NA	NA
PLXNA3	NA	NA
SHROOM1	NA	NA
GJA1	NA	NA
SYNJ2	NA	NA
SH3RF1	NA	NA
CYS1	NA	NA
ASB2	NA	NA
SMDT1	NA	NA
MTUS2	NA	NA
SGTA	NA	NA
KIF3C	NA	NA
TUSC1	NA	NA
CCL18	NA	NA
TMEM181	NA	NA
AHCYL2	NA	NA
TMEM62	NA	NA
TARBP1	NA	NA
PCDHA13	NA	NA
PMP2	NA	NA
GK2	NA	NA
ANKRD45	NA	NA
NUP50	NA	NA
OR2K2	NA	NA
IDE	NA	NA
TMEM207	NA	NA
SNX1	NA	NA
SLC10A2	NA	NA
KIF5B	NA	NA
RARB	NA	NA
PKP4	NA	NA
RDH16	NA	NA
TNFAIP8	NA	NA
CRYGS	NA	NA
TAPBPL	NA	NA
RETSAT	NA	NA
AKAP5	NA	NA
CPLX2	NA	NA
GJA5	NA	NA
PIGF	NA	NA
EPB41L4A	NA	NA
TUBA8	NA	NA
RFPL1	NA	NA
GPC6	NA	NA
NCAM1	NA	NA
PRDX6	NA	NA
FGF18	NA	NA
PER2	NA	NA
ZNF837	NA	NA
TPP2	NA	NA
EIF2B5	NA	NA
APOB	NA	NA
TAB2	NA	NA
CYB5R3	NA	NA
DCDC2B	NA	NA
PTGR2	NA	NA
NSMAF	NA	NA
GRHL1	NA	NA
PATE4	NA	NA
HP	NA	NA
ZP4	NA	NA
PHRF1	NA	NA
BLID	NA	NA
PER3	NA	NA
VN1R2	NA	NA
FAM69C	NA	NA
TBC1D14	NA	NA
IL17RC	NA	NA
HES1	NA	NA
LCE5A	NA	NA
SLC10A1	NA	NA
DHX32	NA	NA
IQUB	NA	NA
HDC	NA	NA
RDH14	NA	NA
CLK1	NA	NA
